term,oddsratio,pvalue,qvalue,zscore,combined_score,shared,n_shared
TGFB1,1.4513788098693758,0.5188963527016301,1.0,-0.21314521843898698,0.139834159607212,['Streptomyces'],1
FASN,10.989010989010989,0.10491676279059474,0.8582845434050761,-0.056761038524937885,0.1279727551073786,['Streptomyces'],1
NPY,4.524886877828054,0.21976804667534328,0.9058388077708059,-0.08205226997316763,0.12432417356917035,['Agrobacterium'],1
BSG,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.0782137023368903,0.11482898950791535,['Streptomyces'],1
HFE,4.8076923076923075,0.20902739048369404,0.9020443763826529,-0.07088380909752348,0.11095371617125417,['Streptomyces'],1
CDK2,3.2051282051282053,0.2907141080406459,1.0,-0.08435961732154085,0.10421913168335073,['Streptomyces'],1
GP6,3.75234521575985,0.12164740584501248,0.8582845434050761,-0.047781056495367735,0.10065693703235314,"['Ralstonia', 'Streptomyces']",2
HIF1A,3.663003663003663,0.2611935117887198,0.9764385353496909,-0.07079135252618667,0.09503694633128167,['Streptomyces'],1
TRPV1,3.8461538461538463,0.25106296248903687,0.9552277211860989,-0.06836933939545149,0.0944899497567606,['Streptomyces'],1
NPC1,10.989010989010989,0.10491676279059474,0.8582845434050761,-0.032482808962054806,0.07323535059483571,['Streptomyces'],1
FUS,2.849002849002849,0.31897449801086775,1.0,-0.058037253676409564,0.06631592682449475,['Streptomyces'],1
SIRT1,2.7472527472527473,0.32812455274026003,1.0,-0.058199288231031515,0.06485507573888531,['Streptomyces'],1
TLR2,1.4245014245014245,0.6517316665250057,1.0,-0.10936999730913821,0.04682374094303237,"['Gardnerella', 'Streptomyces']",2
NOD1,1.5384615384615385,0.49943203301694084,1.0,-0.057829529904012626,0.040150103471665206,['Bradyrhizobium'],1
CD83,1.6025641025641026,0.4859881167249702,1.0,-0.055414671452854156,0.03998562580010358,['Gardnerella'],1
CD44,3.5778175313059033,0.1308116411410536,0.8582845434050761,-0.01882920719421864,0.03829854801502819,"['Streptomyces', 'Agrobacterium']",2
FYN,4.8076923076923075,0.20902739048369404,0.9020443763826529,-0.011077305939644604,0.017339196000013157,['Streptomyces'],1
